Series ID,Year,Month,Period,Label,Value
LAUCA474000000000004,2017,2/1/2017,M02,2017 Feb,37660
LAUCA474000000000004,2017,3/1/2017,M03,2017 Mar,33976
LAUCA474000000000004,2017,4/1/2017,M04,2017 Apr,28379
LAUCA474000000000004,2017,5/1/2017,M05,2017 May,27157
LAUCA474000000000004,2017,6/1/2017,M06,2017 Jun,35576
LAUCA474000000000004,2017,7/1/2017,M07,2017 Jul,34230
LAUCA474000000000004,2017,8/1/2017,M08,2017 Aug,31422
LAUCA474000000000004,2017,9/1/2017,M09,2017 Sep,28093
LAUCA474000000000004,2017,10/1/2017,M10,2017 Oct,27341
LAUCA474000000000004,2017,11/1/2017,M11,2017 Nov,28172
LAUCA474000000000004,2017,12/1/2017,M12,2017 Dec,27064
LAUCA474000000000004,2018,1/1/2018,M01,2018 Jan,32034
LAUCA474000000000004,2018,2/1/2018,M02,2018 Feb,30723
LAUCA474000000000004,2018,3/1/2018,M03,2018 Mar,30286
LAUCA474000000000004,2018,4/1/2018,M04,2018 Apr,26122
LAUCA474000000000004,2018,5/1/2018,M05,2018 May,26677
LAUCA474000000000004,2018,6/1/2018,M06,2018 Jun,36916
LAUCA474000000000004,2018,7/1/2018,M07,2018 Jul,35307
LAUCA474000000000004,2018,8/1/2018,M08,2018 Aug,32779
LAUCA474000000000004,2018,9/1/2018,M09,2018 Sep,30554
LAUCA474000000000004,2018,10/1/2018,M10,2018 Oct,30000
LAUCA474000000000004,2018,11/1/2018,M11,2018 Nov,28440
LAUCA474000000000004,2018,12/1/2018,M12,2018 Dec,27323
LAUCA474000000000004,2019,1/1/2019,M01,2019 Jan,33377
LAUCA474000000000004,2019,2/1/2019,M02,2019 Feb,29986
LAUCA474000000000004,2019,3/1/2019,M03,2019 Mar,31181
LAUCA474000000000004,2019,4/1/2019,M04,2019 Apr,25724
LAUCA474000000000004,2019,5/1/2019,M05,2019 May,27946
LAUCA474000000000004,2019,6/1/2019,M06,2019 Jun,34981
LAUCA474000000000004,2019,7/1/2019,M07,2019 Jul,35112
LAUCA474000000000004,2019,8/1/2019,M08,2019 Aug,30712
LAUCA474000000000004,2019,9/1/2019,M09,2019 Sep,28341
LAUCA474000000000004,2019,10/1/2019,M10,2019 Oct,31373
LAUCA474000000000004,2019,11/1/2019,M11,2019 Nov,29320
LAUCA474000000000004,2019,12/1/2019,M12,2019 Dec,29123
LAUCA474000000000004,2020,1/1/2020,M01,2020 Jan,34040
LAUCA474000000000004,2020,2/1/2020,M02,2020 Feb,33553
LAUCA474000000000004,2020,3/1/2020,M03,2020 Mar,38994
LAUCA474000000000004,2020,4/1/2020,M04,2020 Apr,173624
LAUCA474000000000004,2020,5/1/2020,M05,2020 May,110127
LAUCA474000000000004,2020,6/1/2020,M06,2020 Jun,109472
LAUCA474000000000004,2020,7/1/2020,M07,2020 Jul,100154
LAUCA474000000000004,2020,8/1/2020,M08,2020 Aug,86012
LAUCA474000000000004,2020,9/1/2020,M09,2020 Sep,83192
LAUCA474000000000004,2020,10/1/2020,M10,2020 Oct,73560
LAUCA474000000000004,2020,11/1/2020,M11,2020 Nov,49355
LAUCA474000000000004,2020,12/1/2020,M12,2020 Dec,53702
LAUCA474000000000004,2021,1/1/2021,M01,2021 Jan,49808
LAUCA474000000000004,2021,2/1/2021,M02,2021 Feb,45488
LAUCA474000000000004,2021,3/1/2021,M03,2021 Mar,48391
